,model_a_strength,model_b_divergence,model_c_cointegration
2025-10-16,-0.0004867606951688907,0.0,0.0006466028138796781
2025-10-17,-0.001295945662356655,0.00033016910687014387,-0.0010748250918716695
2025-10-20,0.0014936761360505983,0.0004252479964115108,0.00034099706160340803
2025-10-21,0.00011965061115827715,-0.00011029062894308526,0.0
2025-10-22,0.0,0.0005073825127321636,0.0
2025-10-23,-0.0001131491877607466,-2.652505594666411e-05,0.0003001921628840461
2025-10-24,-0.0001641555236038928,-0.00027542522457162544,1.329413008906386e-05
2025-10-27,-0.00032903487402347064,-0.00011067002858512471,-0.0003902124355756125
2025-10-28,6.43224524874399e-06,0.0008685028758264714,0.0
2025-10-29,-0.00015186968433977428,-0.0023785771533418494,-0.0023280432683150734
2025-10-30,-0.00029149139536943636,0.0018434422726243058,-0.002851394106330618
2025-10-31,-0.001305371183398694,-0.0005665727740569894,-0.001067656579653199
2025-11-03,-7.992431527566819e-05,0.0,3.333045151057506e-05
2025-11-04,-3.3514742916598273e-05,-1.6039330963550985e-05,0.0
2025-11-05,8.94446185824308e-06,-0.00035815721389358644,0.004245088388725404
2025-11-06,0.0011864883630478165,0.00012077047593419375,-0.00038948950223796207
2025-11-07,-0.0001275041104157981,0.00034956996671084954,0.0
2025-11-10,0.001021018826416017,-0.0009452347887915025,-0.0037427917566709348
2025-11-11,-0.0008923172799699343,-6.995512321000748e-05,-0.0006178498418623603
2025-11-12,0.0002942554445540678,0.0,-6.460658847609092e-05
2025-11-13,-0.0004874942542108312,0.0,-0.0007431853423693099
2025-11-14,-2.052276163259937e-05,-0.0004904974314016618,-0.001048796770810576
2025-11-17,0.00016536662994229095,0.0011764385252213305,0.0
2025-11-18,-0.00020550263010690205,0.00575177352006704,0.00969997223705644
